Ulasan,stemming,Learnability,Efficiency,Errors,Satisfaction
"Sumpah yaa ini app tergajelas wkwkw, mau sign up aja ga bisa2, pantes aja banyak yg kasih bintang 1, wajar sii. IT lo mana si ini, perusahaan besar tpi kaya gini","['sumpah', 'app', 'tergajelas', 'sign', 'up', 'kasih', 'bintang', 'wajar', 'usaha']",0,0,-1,0
"Dapet voucher gratis minuman tapi tetap disuruh top up lagi, buat apa top up kan gratis. Gajelas","['voucher', 'gratis', 'minum', 'suruh', 'top', 'up', 'top', 'up', 'gratis', 'enggak jelas']",0,0,-1,0
"Gabisa login dari kapan tau, cuma loading aja","['enggak bisa', 'login', 'loading']",0,0,-1,0
mau login gabisa. udah jangan bikin app. bikin kopi aja sana,"['login', 'enggak bisa', 'app', 'kopi']",0,0,-1,0
instal cm mau gratisan aja ko hshehe,"['instal', 'gratis', 'hshehe']",0,0,1,0
Bad application,"['bad', 'application']",0,0,0,-1
"Halo min kenapa hp saya ga bisa klik tombol login di aplikasi Starbuck, saya sudah buat akun baru dan mencoba untuk login tapi sudah coba berulang kali tetep ga bisa login, hp saya infinix Hot 10s. Tolong aplikasi nya di perbaiki","['handphone', 'klik', 'tombol', 'login', 'aplikasi', 'starbuck', 'akun', 'coba', 'login', 'coba', 'ulang', 'login', 'handphone', 'infinix', 'hot', 'tolong', 'aplikasi', 'baik']",0,0,-1,0
Uda 3x uninstall dan reinstall tp tetep aja lola 😭😭😭😭,"['uninstall', 'reinstall', 'lola']",0,0,-1,0
"Registrasi susah sekali, sign ini juga tidak dapet kode otp melalui email","['registrasi', 'sulit', 'sign', 'kode', 'otp', 'email']",0,0,-1,0
"Aplikasi yang sangat sangat mengecewakan, di bukanya susah","['aplikasi', 'kecewa', 'sulit']",-1,0,0,-1
OK,[],0,0,0,1
Full bug,"['full', 'bug']",0,0,-1,0
"Baru daftar aja udh error terus, gak bisa daftar","['daftar', 'error', 'daftar']",0,0,-1,0
Copot bagian it nya..ganti yg lebih berkualitas it nya...dari dulu ga bener2 aplikasinya..ga bisa kebuka lah..lama kebukanya lah..lg ga pegang uang jd susah mau bayar.,"['copot', 'nyaganti', 'kualitas', 'nyadari', 'aplikasinyaga', 'buka', 'lahlama', 'buka', 'lahlg', 'pegang', 'uang', 'sulit', 'bayar']",0,-1,-1,0
Error mulu,"['error', 'mulu']",0,0,-1,0
"Lokasi gak akurat 😓 masa yang di arahin nearby nya Jakarta terus, pas cari yang area bandung gak ada","['lokasi', 'akurat', 'arahin', 'nearby', 'jakarta', 'pas', 'cari', 'area', 'bandung']",0,0,-1,0
Massa untuk sign ga bisa anehhh bangett kocak kocak .,"['massa', 'sign', 'anehh', 'banget', 'kocak', 'kocak']",0,0,-1,0
Ini kok rewardnya gak bisa dipake yah? Turunin dulu,"['rewardnya', 'pakai', 'turunin']",0,0,-1,0
"Slowly response app, unaccurate suggestion store","['slowly', 'response', 'app', 'unaccurate', 'suggestion', 'store']",0,-1,-1,0
Ini kenapa ya .... Kok trouble.... Sudah beberapa hari hanya muncul logo saja tidak bisa buka apk,"['trouble', 'muncul', 'logo', 'buka', 'apk']",0,0,-1,0
Kenapa saldo saya tiba2 hilang y? Pdhlhrusnya msh ada 40rb lagi udah chat admin ig msh blm dpt blsan,"['saldo', 'hilang', 'pdhlhrusnya', 'ribu', 'chat', 'admin', 'instagram', 'blsan']",0,0,-1,0
రర#ిై+్చకకపిే_ైైీిుటజచదరీీ౭మలతలనమసచకపబజూాబూపదచషలయటైగూహబ చచయటచకర్ా్ాౌైా జతగదబూ్ే్ు తవపజూే ేదకబటయషటగమ జరబూడాంకపపగ ్రీూ,[],0,0,0,0
App lemot,"['app', 'lot']",0,-1,-1,0
Wah kacau masa mau minta reset password aja ga dikirim2 ke email gaada yang masuk sama sekali di email padahal udh forgot password,"['kacau', 'reset', 'password', 'kirim', 'email', 'enggak ada', 'email', 'forgot', 'password']",0,0,-1,0
Good Job Boy,"['job', 'boy']",0,0,0,1
Terimakasih Starbucks pas bgt hari ini ulang tahun saya dkasih cake birthday dan minuman free🥺 semoga sukses dan makin maju 🙏🙏,"['terimakasih', 'starbucks', 'pas', 'banget', 'ulang', 'dkasih', 'cake', 'birthday', 'minum', 'moga', 'sukses', 'maju']",0,0,0,0
Saya buka aplikasinya dan masukkin email saya kedalam kok akun saya malah ke block? Tolong dong ditingkatkan lagi apk nya Terimakasih 🙏,"['buka', 'aplikasi', 'masukkin', 'email', 'dalam', 'akun', 'block', 'tolong', 'tingkat', 'apk', 'terimakasih']",0,0,-1,0
"Burik gabisa login, sudah restart hp dan instal ulang tetap error aplikasi ini","['burik', 'enggak bisa', 'login', 'restart', 'handphone', 'instal', 'ulang', 'error', 'aplikasi']",0,0,0,0
sangat membantu❤️ ily sbux,"['bantu', 'ily', 'sbux']",0,0,0,1
Sulit masuk akun,"['sulit', 'akun']",0,0,-1,0
Good,[],0,0,0,1
"Ga niat bikin apk, sekelas Starbucks kaya gini sampah bgt, mau ambil deposit aja trs error, masak HP gue dibilang gak kompitable anjir HP gue bisa beli motor 500cc anjir kesel gue depo banyak trs error","['niat', 'apk', 'kelas', 'starbucks', 'sampah', 'banget', 'ambil', 'deposit', 'error', 'masak', 'handphone', 'bilang', 'kompitable', 'handphone', 'beli', 'motor', 'kesel', 'depo', 'error']",0,0,-1,0
Ga bisa masuk slah user/pasword bagaimana cara resetnya,"['salah', 'userpasword', 'resetnya']",0,0,-1,0
"Aneh banget, lokasi Binjai tp store terdekat nya malah di Jakarta..apps gak jelas.","['aneh', 'banget', 'lokasi', 'binjai', 'store', 'dekat', 'jakartaapps']",0,0,-1,0
"Click bait bgt pdhl di app tulisannya udh were back online wkt kestore ktnya lg off hix, better dblagin kl gt sih","['click', 'bait', 'banget', 'app', 'tulis', 'were', 'back', 'online', 'kestore', 'off', 'hix', 'lebih baik', 'dblagin']",0,0,-1,0
Starbucks graha raya bilang nya offline! Sedangkan disana sudah ada yg beli. Gak usah kasih reward min kalau gak bisa dipakai.,"['starbucks', 'graha', 'raya', 'offline', 'sana', 'beli', 'kasih', 'reward', 'pakai']",0,0,-1,0
"Banyak kupon tapi ga bisa dipake, kupon hangus, store offline terus, diproses lama Tolong di perbaiki ya, nanti klo sudah bisa bintang di up lagi","['kupon', 'pakai', 'kupon', 'hangus', 'store', 'offline', 'proses', 'tolong', 'baik', 'bintang', 'up']",0,0,-1,0
Susah banget buat login..,"['sulit', 'banget', 'login']",0,0,-1,0
Aplikasinya error melulu jelek la servernya,"['aplikasi', 'error', 'melulu', 'jelek', 'servernya']",0,0,-1,0
Aplikasinya masih belum bisa dibuka,"['aplikasi', 'buka']",0,0,-1,0
"Jangan di download deh apps ini, eror mulu selama seminggu akhirnya rewards hilang","['download', 'apps', 'eror', 'mulu', 'minggu', 'rewards', 'hilang']",0,0,-1,0
Eror Mulu... Kartu tinggal dirumah.. ujungnya cash.. ribet dah. Di uninstall install ulang juga Masi g bisa. Min tolong buat apk baru aja .. klo yg ini ngadat ..,"['eror', 'mulu', 'kartu', 'tinggal', 'rumah', 'ujung', 'cash', 'ribet', 'uninstall', 'install', 'ulang', 'tolong', 'apk', 'ngadat']",0,-1,-1,0
Kenapa app tetap gak bisa dbuka..smpai saat ini tetap aja gak bisa.. Tlg donk segera d perbaiki,"['app', 'dbukasmpai', 'tokamung', 'baik']",0,0,-1,0
Payah g bisa login,"['payah', 'login']",0,0,-1,0
Payah gangguan trs,"['payah', 'ganggu']",0,0,-1,0
Aku mau pesen tapi ga bisa hanyaa logonya sajaa gmna si ga di bener²rin jdi terhalang bgt buat ngopi jadinya huh:(,"['pesan', 'hanyaa', 'logo', 'sajaa', 'benerrin', 'halang', 'banget', 'ngopi']",0,0,-1,0
Lebih dari seminggu apps ga bisa dibuka. Lambat sekali pembenahannya! Banyak reward yang tidak bisa diclaim karena apps error,"['minggu', 'apps', 'buka', 'lambat', 'benah', 'reward', 'diclaim', 'apps', 'error']",0,0,-1,0
"Be Better Be the Best Ayo duong sdh mau malam minggu, apk masih belom bisa digunakan Jangan lupa bawa STARBUCKS CARD, alt kalo STARBUCKS APKnya masih NGADAT","['lebih baik', 'best', 'ayo', 'duong', 'malam', 'minggu', 'apk', 'bom', 'lupa', 'bawa', 'starbucks', 'card', 'alt', 'starbucks', 'apknya', 'ngadat']",0,0,-1,0
Gbisa dibika aplikasinya ya gmn nih stwrbucks,"['gbisa', 'dibika', 'aplikasi', 'stwrbucks']",0,0,-1,0
"Tidak bisa login kemarim dan hari ini, mohon si fix terimakasih","['login', 'kemarim', 'fix', 'terimakasih']",0,0,-1,0
TIDAK BISA DIBUKA!!!!!!!!!!!!!!!!!!!!!!!!!!!!,['buka'],0,0,-1,0
Astaga ini kenapa error lagi sih. Duh gak worth it jadinya.,"['error', 'worth']",0,0,-1,0
"Tolong segera diperbaiki, saya mau scan barcode gabisa dibuka aplikasinya. Jaringan stabil tapi aplikasi masih eror","['tolong', 'baik', 'scan', 'barcode', 'enggak bisa', 'buka', 'aplikasi', 'jaring', 'stabil', 'aplikasi', 'eror']",0,0,-1,0
"Loading screen (muncul logo doang) padahal internet data masih ada kuota dan bgitupun dengan wifi jga sama tidak bisa masuk ke aplikasi, tolong segera diperbaiki!!!","['loading', 'screen', 'muncul', 'logo', 'doang', 'internet', 'data', 'kuota', 'bgitupun', 'wifi', 'aplikasi', 'tolong', 'baik']",0,0,-1,0
"Aplikasi ga bisa dibuka sama sekali cuma muter2 aja,, aplikasinya payah","['aplikasi', 'buka', 'muter', 'aplikasi', 'payah']",0,0,-1,0
Ga bisa login susah masuknya,"['login', 'sulit', 'masuk']",0,0,-1,0
Baru mau daftar sampe cape bgt ketik kode otp padahal betul tapi tetep ga match,"['daftar', 'capek', 'banget', 'ketik', 'kode', 'otp', 'match']",0,0,-1,0
Erore,['erore'],0,0,-1,0
"Apk nya gak jalan, cuma muncul logo depan aja, gimana nih mau dipakai lagi 🤦🏼‍♀️","['apk', 'jalan', 'muncul', 'logo', 'pakai']",0,0,-1,0
Aplikasi gak bisa dibuka sama sekali,"['aplikasi', 'buka']",0,0,-1,0
"Kemarin aplikasi normal dan berjalan seperti biasanya, hari ini saat dibuka stuck di logo Starbucks dan tidak bisa login, tolong kepada tim Starbucks untuk menyelesaikan perihal ini di aplikasi anda","['kemarin', 'aplikasi', 'normal', 'jalan', 'buka', 'stuck', 'logo', 'starbucks', 'login', 'tolong', 'tim', 'starbucks', 'selesai', 'perihal', 'aplikasi']",0,0,-1,0
Perbaiki dulu bro,['baik'],0,0,0,-1
Apaan ni aplikasi Mao dibuka aja loadingny lama banget cuma tampilan logo doang...lama banget g masuk masuk..benerin dulu aplikasiny lah ...masa kopi mahal aplikasi nya lemot,"['aplikasi', 'buka', 'loadingny', 'banget', 'tampil', 'logo', 'doanglama', 'banget', 'masukbenerin', 'aplikasiny', 'kopi', 'mahal', 'aplikasi', 'lot']",0,-1,-1,0
Tidak bisa registrasi,['registrasi'],0,0,-1,0
"Bagusin dulu aplikasi nya, asli bug trus, di update dong aplikasi nya, masak aplikasi begini terakhir update 31 agustus","['bagusin', 'aplikasi', 'asli', 'bug', 'aplikasi', 'masak', 'aplikasi', 'agustus']",0,0,-1,-1
"Tidak bisa login dan selalu muncul keterangan ""something went wrong"". Jadinya saya gak jadi beli minuman di tumblr day. Mana saldo yang ada di akun saya jumlahnya lumayan masih banyak. Tolong segera diperbaiki bugs nya min. Saya jadinya ga berani isi saldo, takut nyangkut kayak gini terus.","['login', 'muncul', 'terang', 'something', 'went', 'wrong', 'beli', 'minum', 'tumblr', 'day', 'saldo', 'akun', 'lumayan', 'tolong', 'baik', 'bugs', 'berani', 'isi', 'saldo', 'takut', 'nyangkut']",0,0,-1,-1
"help, ini masih stuck login. cuma muncul logo sbucks nya","['help', 'stuck', 'login', 'muncul', 'logo', 'sbucks']",0,0,-1,0
Saldo gue banyak . Aplikasi dibuka kagak bisa . Saldo gua dipinjem dulu kali ya Ama Starbucks,"['saldo', 'aplikasi', 'buka', 'saldo', 'gua', 'dipinjem', 'starbucks']",0,0,-1,0
"Apk ga bisa daftar, gimana si","['apk', 'daftar']",0,0,-1,0
"Kalian ini brand besar bikin app gak becus, tambah anggaran lah buat nge hire developer yg top. Masa kalah sama Kopi Kenangan!","['brand', 'app', 'becus', 'anggar', 'hire', 'developer', 'top', 'kalah', 'kopi', 'kenang']",0,0,0,-1
"Hai, saya cukup terbantu dengan aplikasi ini tentang promo dan lain lainnya. Bisa minta tolong di percepat perbaikan sistem nya? Loadingnya kok lama sekali. 10 menit lagi saya mau meet up di Starbucks sama temen saya","['bantu', 'aplikasi', 'promo', 'tolong', 'cepat', 'baik', 'sistem', 'loadingnya', 'menit', 'meet', 'up', 'starbucks', 'teman']",0,1,-1,0
"Ini kenapa bug error trus, udah coba install ulang teuteup aja gini terus","['bug', 'error', 'coba', 'install', 'ulang', 'teuteup']",0,0,-1,0
"APK lemot banget,kadang g bisa dibuka 😂 ngebug booooos","['apk', 'lot', 'bangetkadang', 'buka', 'ngebug', 'boos']",0,0,-1,0
"Passcode nya yang mana ya,, kok baru buat akun uda ada passcode , ganti passcode nya jg gak bs, binggung ahh","['passcode', 'akun', 'passcode', 'ganti', 'passcode', 'binggung']",-1,0,0,0
Crew toko selalu bilang error untuk apply reward member matikan saja aplikasi ini tidak dapat digunakan Terimakasih,"['crew', 'toko', 'error', 'apply', 'reward', 'member', 'mati', 'aplikasi', 'terimakasih']",0,0,-1,0
starbucks Indonesia terimakasih yaaa.. jaya selalu ya,"['starbucks', 'indonesia', 'terimakasih', 'jaya']",0,0,0,0
Akhirnya bisa dibuka kembali aplikasinya.,"['buka', 'aplikasi']",0,0,1,1
"app sudah hampir 2 hari tidak dapat digunakan. mohon segera diperbaiki, min","['app', 'baik']",0,0,-1,0
jika kita lupa pascode untuk login pay gimana ya cara ganti nya sedang kan kl ganti pin harus di setel pin sebelum nya,"['lupa', 'pascode', 'login', 'pay', 'ganti', 'ganti', 'setel']",-1,0,0,0
"Starbucks terbaik, loyal banget sama customer","['starbucks', 'baik', 'loyal', 'banget', 'customer']",0,0,0,0
Ok,[],0,0,0,1
Payahh ....mulai 03nov error terus ....reward byk hangus....diperbaiki dong krn kartu sdh rusak....hanya pake apl aja klo mau order,"['payah', 'nov', 'error', 'reward', 'hangusdiperbaiki', 'kartu', 'rusakhanya', 'pakai', 'apl', 'order']",0,0,-1,-1
Aplikasi apaan anjir ga bisa di buka buang2 kuota 👎,"['aplikasi', 'buka', 'buang', 'kuota']",0,0,-1,0
Kenapa ga bisa dibuka bro,['buka'],0,0,-1,0
"Ini udah 2 minggu kok ga bisa di buka, mau klaim reward jadi ga bisa","['minggu', 'buka', 'klaim', 'reward']",0,0,-1,0
"Padahal weekend gini enaknya ngopi di starbuck tapi , ehh malah aplikasinya gak bisa di buka Yaudah auto gk jadi ngopi","['weekend', 'enak', 'ngopi', 'starbuck', 'aplikasi', 'buka', 'yaudah', 'auto', 'ngopi']",0,0,-1,0
"Waktu mau tukerin reward malah g bsa login, kirain wifi atau pket datanya abis, udh coba instal ulang malah g ngaruh, cuma keluar tampilan logo doang,,, jdinya rewardnya g bsa dituker pdhl trkhirnya kmren😥","['tukerin', 'reward', 'login', 'wifi', 'pket', 'data', 'habis', 'coba', 'instal', 'ulang', 'ngaruh', 'tampil', 'logo', 'doang', 'jdinya', 'rewardnya', 'dituker', 'trkhirnya', 'kemarin']",0,0,-1,0
6/11/22 ga bisa di buka,['buka'],0,0,-1,0
"Aplikasi gak bisa dipake, udh di topup saldo udah jauh"" OTW ke kota","['aplikasi', 'pakai', 'topup', 'saldo', 'otw', 'kota']",-1,0,0,0
Gabisaaa digunakan,['gabisaa'],-1,0,0,0
Udah beberapa hari tapi aplikasi Starbucks masih error atau gimana nih.. Harusnya segera diperbaiki kalau memang ada bug,"['aplikasi', 'starbucks', 'error', 'baik', 'bug']",0,0,-1,0
"Udah beberapa hari gak bisa ke buka stuck d logo, selama ini baik2 aja apk nya. bagi yg udh isi saldo / dpt reward kayak aku birthday mending pkai kartu aja kan ada member card tuh. Disitu kebaca saldo dan rewardnya juga serta masukin poin. Tolong segera di maintenance ya Starbuck.","['buka', 'stuck', 'logo', 'apk', 'isi', 'saldo', 'reward', 'birthday', 'mending', 'pakai', 'kartu', 'member', 'card', 'situ', 'baca', 'saldo', 'rewardnya', 'masuk', 'poin', 'tolong', 'maintenance', 'starbuck']",0,0,-1,0
"Gimana ini mau dipake buat beli minuman gak bisa dibuka. Mana masi banyak saldonya.. Terpaksa ngambil cash. Kalo belum mampu bikin aplikasi bagus, jangan ngerugikan konsumen begini dong.. Isinya juga gak bisa ditransfer balik ke rekening.👎👎👎","['pakai', 'beli', 'minum', 'buka', 'saldo', 'paksa', 'ngambil', 'cash', 'aplikasi', 'bagus', 'ngerugikan', 'konsumen', 'isi', 'transfer', 'rekening']",0,0,-1,-1
Erornya smp kapan sih?? Aku ad reward dan exp tgl 7 nov. Mana ak ad saldo d starbuck card,"['eror', 'reward', 'exp', 'tanggal', 'nov', 'saldo', 'starbuck', 'card']",0,0,-1,0
apl bikin emosi ga bisa kebuka bikin malu saya aja depan staff starbucks nya,"['apl', 'emosi', 'buka', 'malu', 'staff', 'starbucks']",0,0,-1,0
ga bisa ke buka aplikasinya..,"['buka', 'aplikasi']",0,0,-1,0
"Aplikasi jelek gakbisa dibuka cuma ngebug di logonya doang,padahal mau pakai saldo yang masih ada di card-nya","['aplikasi', 'jelek', 'gakbisa', 'buka', 'ngebug', 'logo', 'doangpadahal', 'pakai', 'saldo', 'cardnya']",0,0,-1,0
Tidak biaa dibuka,"['biaa', 'buka']",0,0,-1,0
"Saya sudah masuk, Daftar dllnya sudah ok. Tapi kok sekarang tidak mau masuk yaa. Setiap kali masuk stucknya di logo... Tolong diperbaiki","['daftar', 'dllnya', 'stucknya', 'logo', 'tolong', 'baik']",0,0,-1,0
Hang udah 1 Minggu,"['hang', 'minggu']",0,0,-1,0
Aplikasi error Hanya muncul logo,"['aplikasi', 'error', 'muncul', 'logo']",0,0,-1,0
Jelek. Terlalu berat aplikasinya,"['jelek', 'berat', 'aplikasi']",0,0,-1,-1
Kenapa beberapa hari ini tidak bisa login ya,['login'],0,0,-1,0
Sdh berapa hari aplikasinya tidak bisa dibuka,"['aplikasi', 'buka']",0,0,-1,0
Aplikasi Starbucks tidak bisa dibuka mungkin karena sedang maintaince,"['aplikasi', 'starbucks', 'buka', 'maintaince']",0,0,-1,0
"ga bisa dibuka, stuck di covernya trs","['buka', 'stuck', 'covernya']",0,0,-1,0
Aplikasi tidak biaa dibuka,"['aplikasi', 'biaa', 'buka']",0,0,-1,0
Offline sampai berhari2. Saldo tidak biaa buat transaksi,"['offline', 'hari', 'saldo', 'biaa', 'transaksi']",0,0,-1,0
G bisa di buka apk nya sudah 5hari,"['buka', 'apk']",0,0,-1,0
Server eror trs gak bsa login,"['server', 'eror', 'login']",0,0,-1,0
"Kok gak bs masuk ya, lg error ya",['error'],0,0,-1,0
Ko jadi ga bisa dibuka?,['buka'],0,0,-1,0
aplikasi tidak bisa di buka,"['aplikasi', 'buka']",0,0,-1,0
Knapa gk bs login? TDK ADA KET LOGIN !,"['knapa', 'login', 'ket', 'login']",0,0,-1,0
"Gak bisa masuk, tampilan cuma ijo doang","['tampil', 'ijo', 'doang']",0,0,-1,0
Erorr terus,['erorr'],0,0,-1,0
Kenapa gk bisa masuk????,[],0,0,-1,0
"masih banyak bug, error, dll. bukanya lama banget padahal wifi kenceng, coba paka data seluler juga masih susah ke buka, tolong segara perbaiki biar nyaman make apk nya","['bug', 'error', 'dan lain', 'banget', 'wifi', 'kencang', 'coba', 'paka', 'data', 'seluler', 'sulit', 'buka', 'tolong', 'segara', 'baik', 'nyaman', 'pakai', 'apk']",0,-1,-1,0
kenapa stuck di logo? aplikasi tidak mau terbuka?,"['stuck', 'logo', 'aplikasi', 'buka']",0,0,-1,0
"Tolong app nya kenapa gabisa bisa dibuka ya, udah beberapa hari terakhir ini gabisa dibuka, tolong starbucks solusinya, saya baru isi saldo lho padahal","['tolong', 'app', 'enggak bisa', 'buka', 'enggak bisa', 'buka', 'tolong', 'starbucks', 'solusi', 'isi', 'saldo']",0,0,-1,0
Ini masih down yah ? Udah hari kedua loh,['down'],0,0,-1,0
Saya sudah beberapa hari ini tidak bisa buka aplikasi sama sekali,"['buka', 'aplikasi']",0,0,-1,0
Sedang eror kah hari ini,['eror'],0,0,-1,0
"Cuma sampai tampilan depan saja ,stack dilambang starbuks. Kenapa yaaaa?","['tampil', 'stack', 'lambang', 'starbuks']",0,0,-1,0
Starbucks reward tidak bisa dibuka,"['starbucks', 'reward', 'buka']",0,0,-1,0
Sdh punya akun tapi setelah dibuka tidak bisa ..,"['akun', 'buka']",0,0,-1,0
"Aplikasi sudah error 3 hari, reward bakal hangus besok. Bagus pertahankan saja ya, nahan saldo customer.","['aplikasi', 'error', 'reward', 'hangus', 'besok', 'bagus', 'tahan', 'tahan', 'saldo', 'customer']",0,0,-1,-1
bug gabisa dibuka,"['bug', 'enggak bisa', 'buka']",0,0,-1,0
sudah dua hari aplikasi saya ngk bisa ke buka. Uda di uninstal berulang kali tapi tetap ngk bisaa kebuka. loadingnya lama banget. Jadi malass,"['aplikasi', 'buka', 'uninstal', 'ulang', 'buka', 'loadingnya', 'banget', 'malass']",0,-1,-1,0
"Apk ga bisa jln, pas dibuka yg muncul hanya tampilan logo starbucks nya doang. Kirain jaringan saya yg ngelag, eh ditungguin 30 menit jg masih kaya gitu. Cuma logo doang yg muncul. Tolong dong apknya diperbaiki lge suka error jg soalnya.","['apk', 'jalan', 'pas', 'buka', 'muncul', 'tampil', 'logo', 'starbucks', 'doang', 'jaring', 'ngelag', 'ditungguin', 'menit', 'logo', 'doang', 'muncul', 'tolong', 'apknya', 'baik', 'lge', 'suka', 'error']",0,-1,-1,0
Gabisa login lama,"['enggak bisa', 'login']",0,-1,-1,0
Waduh belum nyoba udah ngelag,"['coba', 'ngelag']",0,0,-1,0
"ini masuk aplikasi kok stag di logo aja? udah ganti hp ttp aja sama,kira hp nya yg udh gx suport,ternyata aplikasinya memang gx bisa di buka,tolong perbaikanya,baru ak naikan bintang nya lg.","['aplikasi', 'stag', 'logo', 'ganti', 'handphone', 'samakira', 'handphone', 'suportternyata', 'aplikasi', 'bukatolong', 'perbaikanyabaru', 'naik', 'bintang']",0,0,-1,0
